time,quad x,quad y,quad z,kftag x,kftag y,kftag z,tag x,tag y,tag z
4.79221343994141E-05,,,,,,,,,
0.010197401046753,,,,,,,,,
0.020207166671753,,,,,,,,,
0.030165910720825,,,,,,,,,
0.040193319320679,,,,,,,,,
0.050198316574097,,,,,,,,,
0.06018853187561,,,,,,,,,
0.070363283157349,,,,,,,,,
0.08018708229065,,,,,,,,,
0.090364456176758,,,,,,,,,
0.100462913513184,,,,,,,,,
0.110194683074951,,,,,,,,,
0.12020754814148,,,,,,,,,
0.130173921585083,,,,,,,,,
0.140145063400269,,,,,,,,,
0.150135278701782,,,,,,,,,
0.160146474838257,,,,,,,,,
0.17045259475708,,,,,,,,,
0.180184841156006,,,,,,,,,
0.190161228179932,,,,,,,,,
0.200182914733887,,,,,,,,,
0.210178136825562,,,,,,,,,
0.220162153244018,,,,,,,,,
0.230181694030762,,,,,,,,,
0.240175008773804,,,,,,,,,
0.250139713287354,,,,,,,,,
0.260162115097046,,,,,,,,,
0.270145177841186,,,,,,,,,
0.280164003372192,,,,,,,,,
0.290153980255127,,,,,,,,,
0.300152778625488,,,,,,,,,
0.310167551040649,,,,,,,,,
0.320161819458008,,,,,,,,,
0.330183506011963,,,,,,,,,
0.340156555175781,,,,,,,,,
0.350180864334106,,,,,,,,,
0.360170841217041,,,,,,,,,
0.370154142379761,,,,,,,,,
0.380174875259399,,,,,,,,,
0.390157699584961,,,,,,,,,
0.400138854980469,,,,,,,,,
0.410179138183594,,,,,,,,,
0.420162200927734,,,,,,,,,
0.43018364906311,,,,,,,,,
0.440191745758057,,,,,,,,,
0.450162410736084,,,,,,,,,
0.460184812545776,,,,,,,,,
0.470168828964233,,,,,,,,,
0.480180501937866,,,,,,,,,
0.490195035934448,,,,,,,,,
0.500209331512451,,,,,,,,,
0.510191679000855,,,,,,,,,
0.520176887512207,,,,,,,,,
0.530182838439941,,,,,,,,,
0.540304899215698,,,,,,,,,
0.550167322158814,,,,,,,,,
0.560155630111694,,,,,,,,,
0.570139408111572,,,,,,,,,
0.580142498016357,,,,,,,,,
0.590142011642456,,,,,,,,,
0.600159883499146,,,,,,,,,
0.610183715820313,,,,,,,,,
0.620162725448608,,,,,,,,,
0.630180597305298,,,,,,,,,
0.640191316604614,,,,,,,,,
0.65016770362854,,,,,,,,,
0.660183191299439,,,,,,,,,
0.670184373855591,,,,,,,,,
0.680144548416138,,,,,,,,,
0.690147638320923,,,,,,,,,
0.700159788131714,,,,,,,,,
0.710151672363281,,,,,,,,,
0.720153331756592,,,,,,,,,
0.730145215988159,,,,,,,,,
0.740179538726806,,,,,,,,,
0.750159978866577,,,,,,,,,
0.760149478912354,,,,,,,,,
0.770159006118774,,,,,,,,,
0.780149221420288,,,,,,,,,
0.790146827697754,,,,,,,,,
0.800190687179565,,,,,,,,,
0.810170412063599,,,,,,,,,
0.820156812667847,,,,,,,,,
0.830135583877564,,,,,,,,,
0.840164184570313,,,,,,,,,
0.850149154663086,,,,,,,,,
0.860130786895752,,,,,,,,,
0.870145320892334,,,,,,,,,
0.880189895629883,,,,,,,,,
0.890227556228638,,,,,,,,,
0.900177717208862,,,,,,,,,
0.910188436508179,,,,,,,,,
0.920167446136475,,,,,,,,,
0.930183172225952,,,,,,,,,
0.940169095993042,,,,,,,,,
0.950194358825684,,,,,,,,,
0.960187911987305,,,,,,,,,
0.970172166824341,,,,,,,,,
0.980153799057007,,,,,,,,,
0.990182876586914,,,,,,,,,
1.00017189979553,,,,,,,,,
1.01021528244019,,,,,,,,,
1.02017498016357,,,,,,,,,
1.03018569946289,,,,,,,,,
1.04018712043762,,,,,,,,,
1.0502016544342,,,,,,,,,
1.06018757820129,,,,,,,,,
1.07015180587769,,,,,,,,,
1.08018112182617,,,,,,,,,
1.09017562866211,,,,,,,,,
1.10016822814941,,,,,,,,,
1.11016440391541,,,,,,,,,
1.1201503276825,,,,,,,,,
1.13021993637085,,,,,,,,,
1.14020848274231,,,,,,,,,
1.1501886844635,,,,,,,,,
1.16021919250488,,,,,,,,,
1.17020797729492,,,,,,,,,
1.18019008636475,,,,,,,,,
1.19019079208374,,,,,,,,,
1.20016050338745,,,,,,,,,
1.21014976501465,,,,,,,,,
1.22018074989319,,,,,,,,,
1.23019409179688,,,,,,,,,
1.24056696891785,,,,,,,,,
1.25019121170044,,,,,,,,,
1.26045417785645,,,,,,,,,
1.27019667625427,,,,,,,,,
1.28059601783752,,,,,,,,,
1.29019641876221,,,,,,,,,
1.300452709198,,,,,,,,,
1.31019449234009,,,,,,,,,
1.32016897201538,,,,,,,,,
1.33017945289612,,,,,,,,,
1.34022212028503,,,,,,,,,
1.35019755363464,,,,,,,,,
1.36020135879517,,,,,,,,,
1.37019538879395,,,,,,,,,
1.38019490242004,,,,,,,,,
1.39019703865051,,,,,,,,,
1.4001669883728,,,,,,,,,
1.41018271446228,,,,,,,,,
1.42017197608948,,,,,,,,,
1.43016123771667,,,,,,,,,
1.44015741348267,,,,,,,,,
1.45018815994263,,,,,,,,,
1.46020317077637,,,,,,,,,
1.47015833854675,,,,,,,,,
1.48017406463623,,,,,,,,,
1.49016642570496,,,,,,,,,
1.50018286705017,,,,,,,,,
1.51015877723694,,,,,,,,,
1.52014112472534,,,,,,,,,
1.53016018867493,,,,,,,,,
1.54015946388245,,,,,,,,,
1.55015540122986,,,,,,,,,
1.56014943122864,,,,,,,,,
1.57014536857605,,,,,,,,,
1.58055567741394,,,,,,,,,
1.59012675285339,,,,,,,,,
1.6005699634552,,,,,,,,,
1.61015677452087,,,,,,,,,
1.62018823623657,,,,,,,,,
1.63017010688782,,,,,,,,,
1.64017677307129,,,,,,,,,
1.65016078948975,,,,,,,,,
1.66016697883606,,,,,,,,,
1.67022275924683,,,,,,,,,
1.68016242980957,,,,,,,,,
1.69020581245422,,,,,,,,,
1.70020174980164,,,,,,,,,
1.71020269393921,,,,,,,,,
1.72018766403198,,,,,,,,,
1.73019671440125,,,,,,,,,
1.74021911621094,,,,,,,,,
1.75020051002502,,,,,,,,,
1.76019883155823,,,,,,,,,
1.77019619941711,,,,,,,,,
1.78019189834595,,,,,,,,,
1.79019784927368,,,,,,,,,
1.800457239151,,,,,,,,,
